snapshot,redshift,scale
0,46.77304730532048,0.020932305063332858
1,44.5622037875765,0.021948016488892295
2,42.45367379881283,0.02301301391983387
3,40.63955693112593,0.024015625374065673
4,38.71255939348594,0.025180950693498495
5,36.87473954609403,0.0264028218275399
6,35.12197041925631,0.027683982584374985
7,33.61393967978289,0.028890094836100794
8,32.012074015330995,0.030291947108067017
9,30.484339571730818,0.03176182234096728
10,29.027305700565993,0.03330302125578822
11,27.637700517142424,0.034919004736480276
12,26.442125298337018,0.03644032629136781
13,25.17215722531041,0.0382085432007464
14,23.960960799485814,0.040062560413163244
15,22.805816183578962,0.04200654127077529
16,21.811963905687907,0.0438366466006314
17,20.756270677546635,0.0459637598199236
18,19.749432874416154,0.04819408829399815
19,18.789189562448122,0.05053264040168656
20,17.963024604582767,0.052734203580494826
21,17.08545278556271,0.05529305856241996
22,16.24849327990495,0.057976078476665104
23,15.45026662890206,0.060789288256462924
24,14.763496016419264,0.06343770436192578
25,14.033992144452485,0.06651593205527902
26,13.338248289848615,0.0697435265302243
27,12.674702104803705,0.07312773560520312
28,12.041863543925082,0.07667615878911732
29,11.497387954803507,0.08001672058325109
30,10.919033198155365,0.08389942232519025
31,10.367443572408746,0.08797052684978504
32,9.996590466186332,0.0909372776111762
33,9.841380439471834,0.09223917614394847
34,9.388771271940549,0.09625777426642748
35,9.002339854162472,0.09997660693201203
36,8.907999185598532,0.1009285508878038
37,8.449476294368743,0.10582597054568338
38,8.012172948865935,0.11096103078290759
39,7.5951071498715965,0.1163452627830171
40,7.23627606616736,0.12141409442402731
41,7.005417045544533,0.12491541593783131
42,6.855117262650799,0.12730554701643482
43,6.491597745667502,0.13348287427449163
44,6.14490120341637,0.1399599478746949
45,6.0107573988449,0.1426379409683697
46,5.846613747881867,0.14605760406878063
47,5.529765807949101,0.15314484920464316
48,5.227580973127338,0.16057599320106866
49,4.9959334681646235,0.1667797024949484
50,4.939380663491011,0.1683677232791182
51,4.664517702470926,0.17653753638439312
52,4.428033736605549,0.18422877390319162
53,4.176834914726472,0.19316822276007173
54,4.0079451114652676,0.1996826997385783
55,3.9372610847275835,0.2025414461255244
56,3.7087742646422353,0.21236949231329913
57,3.4908613692606485,0.22267443097773348
58,3.2830330579565246,0.23347940267290615
59,3.084822635834013,0.24480867081657914
60,3.008131071630377,0.24949283896377986
61,2.8957850057274284,0.2566876761756205
62,2.7331426173187188,0.2678708269437177
63,2.5772902716018935,0.27954119573086944
64,2.4442257045541464,0.29034101878914165
65,2.3161107439568918,0.30155808331261197
66,2.207925472383704,0.31172794025571077
67,2.1032696525957713,0.32224076923625916
68,2.0020281392528516,0.3331081367707903
69,1.9040895435327667,0.3443419994493421
70,1.822689252620354,0.3542720825792927
71,1.7435705743308647,0.3644885279628326
72,1.6666695561144649,0.37499959367184366
73,1.6042345220731056,0.38398999457389427
74,1.5312390291576135,0.39506344066320603
75,1.4719748452657977,0.40453486082803386
76,1.4140982203725216,0.41423335287728646
77,1.3575766674029972,0.42416436072959446
78,1.3023784599059653,0.43433345881842655
79,1.2484726142451428,0.4447463552211064
80,1.2062580807810006,0.45325613023749545
81,1.1546027123602154,0.46412268687092223
82,1.1141505637653806,0.4730032085410998
83,1.074457894547674,0.48205365007808243
84,1.0355104456641415,0.4912772627279357
85,0.9972942257819404,0.5006773599460541
86,0.987852810815766,0.5030553542792862
87,0.9505313515850327,0.5126808134549512
88,0.9230008161779093,0.5200205801199637
89,0.8868969375752478,0.5299706518603223
90,0.8514709006246495,0.5401111082343341
91,0.8167099790118504,0.5504455920608322
92,0.7910682489463396,0.5583260161014445
93,0.7574413726158526,0.5690090239036288
94,0.7326361820223115,0.5771552102951079
95,0.7001063537185235,0.5881984958251406
96,0.6761104112134777,0.596619407235837
97,0.6446418406845369,0.6080351206337895
98,0.6214287452425138,0.6167400219924138
99,0.598543288187567,0.6255695465925123
100,0.5759808451078874,0.6345254785958663
101,0.5463921831410221,0.6466664866145445
102,0.524565820433923,0.6559244517992534
103,0.5030475232448832,0.6653149581332802
104,0.4818329434209516,0.6748399031346984
105,0.4609177941806475,0.684501211487295
106,0.4402978492477432,0.6943008354294861
107,0.41996894199726653,0.7042407551488017
108,0.39992696461356325,0.714322979182018
109,0.38016786726023866,0.7245495448210172
110,0.36068765726181673,0.7349225185244589
111,0.3478538418581776,0.7419202059930923
112,0.32882972420595435,0.7525418658117033
113,0.31007412012783386,0.7633155900388464
114,0.29158323972192446,0.7742435556962617
115,0.2733533465784399,0.7853279709729015
116,0.2613432561610123,0.7928056023731169
117,0.24354018155467028,0.8041557601699713
118,0.22598838626019768,0.815668411876591
119,0.21442503551449454,0.823434934850752
120,0.1972841823760101,0.8352235958012076
121,0.18038526170574953,0.8471810284677067
122,0.1692520332436107,0.8552476040823378
123,0.15274876890238098,0.8674917093619414
124,0.14187620396956224,0.8757516765159385
125,0.12575933241126092,0.8882893272206793
126,0.10986994045882548,0.9010064725120812
127,0.09940180263022191,0.9095855560793044
128,0.08388443079747931,0.9226075876597282
129,0.07366138465643868,0.9313923498515226
130,0.058507322794512984,0.9447265771954693
131,0.04852362998180593,0.9537219490392906
132,0.0337243718735154,0.9673758568617342
133,0.023974428382762536,0.9765868876036025
134,0.009521666967944764,0.99056814006128
135,2.220446049250313e-16,0.9999999999999998
